id,topic,type,question,option1,option2,option3,option4,correct_option,correct_option_number
30153346,Anxiety,Diagnostic,What underlying factor is commonly associated with the emergence of negative affective symptoms during alcohol use disorders?,Lack of social support,High trait neuroticism,Low self-esteem,Alcohol tolerance,High trait neuroticism,2
28763680,Anxiety,Factoid,Which anxiety disorder was noted for having the most prevalence of negative beliefs about the uncontrollability and danger of thoughts?,Generalized anxiety disorder,Post-traumatic stress disorder,Social anxiety disorder,Panic disorder,Generalized anxiety disorder,1
21982138,Anxiety,Preventive,Which treatment method was associated with greater reductions in anxiety and depressed mood in participants with hand pain?,Physical therapy,Acupuncture,Massage therapy,Standard treatment,Massage therapy,3
35693497,Anxiety,Diagnostic,What factors have been associated with increased symptoms of anxiety among pregnant women during the COVID-19 pandemic?,"Frequent social interactions, minimal screen time","Poor diet, lack of physical exercise","High income, regular sleep","High physical activity, strong family support","Poor diet, lack of physical exercise",2
23258569,Anxiety,Diagnostic,What factor is suggested to have a minimal association with anxiety symptoms in individuals with autism spectrum disorders?,Chronological age,Social skills,Verbal IQ,Insistence on sameness,Insistence on sameness,4
35068011,Anxiety,Preventive,How can virtual reality be effectively utilized to diminish fear associated with medical interventions in pediatric patients?,By increasing medication dosages,By delaying medical procedures,By providing mental health counseling,By engaging children in virtual environments,By engaging children in virtual environments,4
34320954,Anxiety,Prognostic,What are the expected adverse outcomes for people with opioid use disorder during public health emergencies?,Heightened risk of fatal overdose,Improved social support,Enhanced access to clean supplies,Increased treatment availability,Heightened risk of fatal overdose,1
26407051,Anxiety,Prognostic,What symptom is identified as a predictor for hoarding behavior in children with anxiety disorders?,Depression,Social anxiety,Obsessive-compulsive symptoms,Attention problems,Obsessive-compulsive symptoms,3
36428056,Anxiety,Preventive,What approach is suggested to minimize emotional eating in women experiencing increased anxiety during the COVID-19 pandemic?,Avoid social interactions,Maintain a balanced diet,Reduce physical activity,Increase emotional eating awareness,Increase emotional eating awareness,4
33792536,Anxiety,Prognostic,How might lockdown-induced changes in sleep duration and disturbances affect the long-term mental health of children and adolescents with ADHD?,Lower academic performance,Increased risk of anxiety,Improved mental health,Decreased social interactions,Increased risk of anxiety,2
35976413,Anxiety,Prognostic,What long-term effects on maternal mental wellbeing might result from continuous lockdowns during the COVID-19 pandemic?,Reduced breastfeeding duration,Enhanced family bonding,Improved social support,Increased rates of postpartum anxiety,Increased rates of postpartum anxiety,4
34363978,Anxiety,Preventive,Which factors should be considered for preventing depression and anxiety in women post-acute myocardial infarction?,Using lifestyle intervention alone,Monitoring cholesterol levels only,Gender-based treatment approaches,Increasing exercise levels,Gender-based treatment approaches,3
28078472,Depression,Diagnostic,What limitation does the Edinburgh Depression Scale have regarding the assessment of depressive symptoms in men?,Exclusion of all distress types,High positive predictive value,Ambiguous items,Limited anxiety detection,Ambiguous items,3
28879648,Anxiety,Factoid,What psychiatric condition was notably present in approximately 50% of patients with acromegaly?,Bipolar disorder,Schizophrenia,Anxiety,Obsessive-compulsive disorder,Anxiety,3
23759176,Anxiety,Preventive,What could be considered an effective treatment option for patients experiencing visual complaints associated with HPPD and anxiety symptoms?,Citalopram,Sertraline,Escitalopram,Fluoxetine,Citalopram,1
35871097,Anxiety,Preventive,What mechanism was identified as critical for reducing cue-induced craving in the context of cocaine addiction?,Neurotransmitter depletion,Homeostatic plasticity,Integrated stress response,Environmental enrichment,Integrated stress response,3
35561298,Anxiety,Diagnostic,What common emotional response to cancer diagnosis and treatment has been associated with impaired quality of life in patients?,Depressive symptoms,Generalized anxiety disorder,Fear of cancer recurrence or progression,Post-traumatic stress disorder,Fear of cancer recurrence or progression,3
23888750,Depression,Diagnostic,Which substance has been associated with a potential risk of abuse due to its structural similarity to amphetamines?,Sertraline,Bupropion,Fluoxetine,Phenelzine,Bupropion,2
34547662,Anxiety,Prognostic,How does a gestational urinary tract infection influence the likelihood of developing postnatal anxiety symptoms?,Decreases risk,No effect,Increases risk,Depends on treatment,Increases risk,3
35781807,Anxiety,Prognostic,How does an increase in self-efficacy influence the trajectory of depressive symptoms in patients receiving cognitive behavioral therapy for generalized anxiety disorder?,Increased self-efficacy leads to a decrease in depressive symptoms,Increased self-efficacy leads to an increase in depressive symptoms,Increased self-efficacy has no effect on depressive symptoms,Increased self-efficacy only affects anxiety symptoms,Increased self-efficacy leads to a decrease in depressive symptoms,1
34179383,Anxiety,Diagnostic,What emotional response did the adult woman with cystic fibrosis experience despite positive treatment outcomes?,Skepticism and pervasive anxiety,Indifference towards her illness,Joy and relief,Complete confidence in her recovery,Skepticism and pervasive anxiety,1
34318963,Anxiety,Diagnostic,Which factor was identified as a significant protective skill against generalized anxiety disorder symptoms among ICU professionals during the pandemic?,Seeking social support,Avoiding stressful situations,Taking things in stride,Engaging in physical activity,Taking things in stride,3
33714077,Anxiety,Prognostic,What predictor is associated with a less desirable trajectory of anxiety symptoms in individuals experiencing mood or anxiety disorders on sick leave?,Increased age,Higher levels of depressive symptoms,Lower levels of depressive symptoms,Employment status,Higher levels of depressive symptoms,2
34335000,Anxiety,Preventive,What might significantly influence a parent's decision to extend treatment beyond the standard CBT sessions for anxious youth?,Number of therapy sessions completed," ""Child's school performance""",Perceived treatment duration,Parental anxiety levels,Parental anxiety levels,4
34942152,Anxiety,Preventive,What type of anesthesia delivery system is suggested to potentially reduce pain and anxiety during dental procedures?,general anesthesia,topical anesthesia,computerized delivery systems,traditional local anesthesia,computerized delivery systems,3
21856130,Anxiety,Diagnostic,"What type of behavior was observed in rats exposed to the predator odor trimethylthiazoline, indicating unconditioned fear?",Increased freezing,Increased exploration,Increased grooming,Decreased freezing,Increased freezing,1
32835958,Anxiety,Preventive,What intervention showed potential for reducing distress during the extinction process in anxiety-related disorders?,Cognitive restructuring,Pharmacological treatment,Mindfulness meditation,Imagery-based counterconditioning,Imagery-based counterconditioning,4
28279817,Anxiety,Diagnostic,What psychological background characteristic is associated with increased risk for elevated pregnancy-specific anxiety in pregnant women?,Advanced maternal age,Anxious or depressed mood,History of preterm birth,High socioeconomic status,Anxious or depressed mood,2
33866384,Anxiety,Preventive,Which psychosocial workplace exposure is linked to poorer mental health outcomes among young workers?,Job security,Effort-reward imbalance,Job flexibility,Social support,Effort-reward imbalance,2
33524682,Anxiety,Preventive,What neuroprotective compound has been suggested to mitigate anxiogenic effects induced by lead exposure?,Serotonin,Vasopressin,BDMC,Curcumin,BDMC,3
21248277,Anxiety,Prognostic,What emotional states are predicted to impact the occurrence of delusions in individuals with schizophrenia?,Happiness and excitement,Confidence and anger,Sadness and anxiety,Calmness and joy,Sadness and anxiety,3
